metric,value
false_positives_value,"2407 CANBY STREET, HARRISBURG, PA 17103 PROPERTY ID NUMBER: 48-004-005 BEING THE SAME PREMISES WHICH KATHLEEN M. DEANS, SINGLE WOMAN, AND INC."
false_positives_value,"Gary Baudoux c/o Daniel Martin, Esquire, 44 E. Front Street, Media, PA 19063."
false_positives_value,20 days from the date of this publication or a Judgment will be entered against you.
false_positives_value,2 2 7 7 3 3 3 6 6 6 7 0 3 5 4 1 0 0 .
false_positives_value,"Kim M. Gillen, Esquire, The Law Office of Kim M. Gillen, P.C., 613 Blakeslee Boulevard Dr. E., Suite 103, Lehighton, PA 18235."
false_positives_value,17-3118
false_positives_value,m p t i
false_positives_value,"4935 Morris St., Philadelphia, PA 19144."
false_positives_value,"396, Goulds- boro, PA 18424 Late of Northampton, Northamp- ton County, PA Personal Representatives: Donna M. McCorkle and Cynthia Ann Holihan c/o Paul S. Frank, Esquire, King Spry Herman Freund & Faul LLC, One West Broad Street, Suite 700, Bethlehem, PA 18018"
false_positives_value,one’s intent being sufficient to toll the statute of limitations.
false_positives_value,"its Executive Director, Phil Shelapinsky, at or near the end of 2024."
false_positives_value,192) FEET
false_positives_value,"John A. Romano c/o Christina B. Roberts, Esquire, 3305 Edgmont Ave., Brookhaven, PA 19015."
false_positives_value,"0 0 0 , 7 $ M N A E D T D U O T S 0 0 ."
false_positives_value,"2311 Cassard Circle, Gilbertsville, PA 19525."
false_positives_value,"632 Merion Avenue, Front: Irregular Depth: Irregular Upper Darby, PA 19082."
false_positives_value,"20 WASHINGTON COUNTY REPORTS Executor: George V. DiNardo c/o Attorney: Robert K. Schweitzer, Esq., Certified Elder Law Attorney and Julian Gray Associates, 954 Greentree Rd., Pitts- burgh, PA 15220"
false_positives_value,"1682 Sawmill Road, Spring City, PA 19475."
false_positives_value,"2913 Filbert Ave., Reading, PA 19606 and KAITLYN E. BOYER, 473 Evergreen Ave., Philadelphia, PA 19128."
false_positives_value,"10-027- 094-000-0000 ATI ORDER NUMBER: 201503171041 TAX PARCEL: 10-027-094-000-0000 PREMISES BEING: 2701 North 5th Street, Harrisburg, PA 17110"
false_positives_value,#05-0071-227.
false_positives_value,"18, 2023, Additional De- fendant filed notice of service of its first request for admissions and second set of interrogatories directed to Plaintiff."
false_positives_value,"724-352-4905 BCLJ: June 16, 2023 _______"
false_positives_value,2511(b): determination of the needs and welfare of the child under the standard of best interests of the child.
false_positives_value,"155 South Ninth Street, P.O. Box 4733 Easton, PA 18042"
false_positives_value,"100 Front St., #100, Conshohocken, PA 19428 Atty."
false_positives_value,23 All parties and claimants are here- by notified that schedules of distribu- tion will be filed by the sheriff in his office within thirty (30) days from sale and distribution will be made in
false_positives_value,"717-234-4178 In the Commonwealth of Pennsylvania, County of Allegheny, Township of Harrison: Having erected thereon a dwelling being known and numbered as 1322 8th Avenue, Natrona Heights, PA 15065."
false_positives_value,03-13-0012.000.
false_positives_value,"Jerry Zemlan, in His Capacity as Heir of Natalie A. Zemlan a/k/a Natalie Zem- lan; Jean Zemlan, in Her Capac- ity as Heir on Natalie A. Zemlan a/k/a Natalie Zemlan; Un- known Heirs, Successors, As- signs and All Persons, Firms or Associations Claiming Right, Title or Interest From or Under Natalie A. Zemlan a/k/a Natalie Zemlan."
false_positives_value,"5, 2020."
false_positives_value,"14 4/5/24 SOLD AS THE PROPERTY OF: Horace A. Collier Jr., a/k/a Horace J. Collier Jr., deceased."
false_positives_value,"2.7(b) (formerly Dauphin County Orphans’ Court Rule 6.10.1), objections to an account must be filed in writing Advertisements appearing for First Time Miscellaneous Notices SHERIFF SALE By virtue of certain writ of Execution issued out of the Court of Common Pleas and Orphans’ Court of Dauphin County, PA, and to me directed, I will expose at Public Sale or Outcry, at the Dauphin County Administration Building in the City of Harrisburg, Dauphin County, PA, on Thursday, April 18, 2024"
false_positives_value,"g h o f Northampton, Northampton County, PA Executrix: Barbara A. Szerensits c/o Stephen A. Strack, Esquire, Steckel and Stopp, LLC, 125 S. Walnut Street, Suite 210, Slatington, PA 18080"
false_positives_value,"Matthew J. Parker, Esquire, Marshall, Parker & Weber, LLC, 49 E. Fourth Street, Suite 105, Williamsport, PA 17701"
false_positives_value,"11 Snyder, Extr., 1100 Village Drive, Apartment 1315, Upper Saint Clair, PA 15241"
false_positives_value,"Three Million Two Hundred Thousand Dollars ($3,200,000) pursuant to an Agreement of Sale dated September 25, 2023, which said Agreement is attached to said Petition, and the School District has received the Affidavits of two (2) qualified Appraisers who are familiar with the values of real estate in the Neshaminy School District and adjacent municipalities in Bucks County attesting to the fact that they have inspected the property; that the price offer therefore is a fair and reasonable price; that in their opinion a higher price cannot be had at a public sale; and that they are not interested, either directly or indirectly, in the purchase or sale of the property, or in or relating to, the Agreement of Sale dated September 25, 2023 attached to said Petition."
false_positives_value,"10 DANIELLE DiLEVA, ESQUIRE JUDGMENT AMOUNT: $113,564.53 ALL"
false_positives_value,"215-942-9690 In the Commonwealth of Pennsylvania, County of Allegheny, Elizabeth Township: Having erected thereon a dwelling being known and numbered as 5834 Meade Street, McKeesport, PA 15135."
false_positives_value,77) FEET TO A POINT THE PLACE OF BEGINNING.
false_positives_value,"130 Little Road, Sassamansville, PA 19472."
false_positives_value,"608 W. Main Street, Lansdale, PA 19446-2012 RAMSAY, CAROLYN A., dec’d."
false_positives_value,16202; Cheryl A. Rowe. (SEL).
false_positives_value,"515 West Hamilton Street, Suite 502, Allentown, PA 18101 BEAM, SELDEN S., dec’d."
false_positives_value,"19015 NANCY L. COX, dec’d."
false_positives_value,"361 Fairview Chapel Rd., Borough of Birdsboro."
false_positives_value,"404, Block and Lot 1668-S-00209-0000-00."
false_positives_value,"05276, Page 0028 TO BE SOLD AS THE PROPERTY OF AMY L. WOOD 23-02764"
false_positives_value,2007-1 at page 268415.
false_positives_value,"4 The Defendants allege that as of the time of filing of their Preliminary Objections, they have not been served with any of the documents filed in the Adams County litigation."
false_positives_value,"27, 2023, which was con- tinued to December 11, 2023 on Additional Defendant's uncontested motion."
false_positives_value,"52 ft Depth: 117 ft Hand Money $25,821.63 Samantha Gable, Esquire, Attorney JERRY L. SANDERS, JR., Sheriff No. 003882 9. 2023 MORTGAGE FORECLOSURE 12 Seneca Street Essington, PA 19029 BEING Premises: 1617 Hampton Road, Havertown, PA 19083."
false_positives_value,96.
false_positives_value,"6 1/2) inches, and a distance of one hundred seven (101) feet and a quarter (1/4) inch to the point of tangent of said curve and (2) by a straight line, tangent to said curve just described, distance of ninety nine feet (99) eleven and three quarters"
false_positives_value,23-04779
false_positives_value,"745 Yorkway Place, Jenkintown, PA 19046."
false_positives_value,"270 Centre Street, Parryville, PA 18244."
false_positives_value,every Friday by the Pike County Bar Association
false_positives_value,"Two City Center, 645 West Hamilton Street, Suite 800, Allentown, PA 18101 FIEDOR, LAWRENCE A., dec’d."
false_positives_value,"20% OF THE PURCHASE PRICE OR ALL OF THE COST, WHICHEVER MAY BE THE HIGHER, SHALL BE PAID FORTHWITH TO THE SHERIFF."
false_positives_value,"per Deed dated August 23, 2021 and recorded in the Recorder of Deeds of Mercer County, Pennsylvania on September 16, 2021 at Instrument Number 2021-00010290."
false_positives_value,"1101 4th Street, Braddock, PA 15104."
false_positives_value,22°) degrees seventeen minutes
false_positives_value,"3500 Quakerbridge Road, Suite 203, Hamilton, NJ 08619."
false_positives_value,"its TN, 37402 and commercial registered office provider in Pennsylvania is C T Corporation System."
false_positives_value,"56-24-00144 JAMES B. COURTNEY, Esq., Attorney 427 -----"
false_positives_value,k r e B f o m u m
false_positives_value,"1500 Oakmont Drive, Williamsport, Pennsylvania, 17701, Executor or Kennth G. Potter, Esq., RHP LAW GROUP, LLC, 1372 North Susquehanna Trail, Suite 130, Selinsgrove, Pennsylvania, 17870, #10-12 Attorney."
false_positives_value,22-22418 GLT Chapter 13 IN RE:
false_positives_value,"23-SU-458 Pennymac Loan Services, LLC vs. Martin Eichelberger Property Address: 206 Jacobs St, East Berlin, PA 17316"
false_positives_value,9 0 7 7 3 6 5 1 5 9 4 4 4 9 0 0 .
false_positives_value,"44 E A S T A P P L E S T R E E T , RINGTOWN, PA 17967."
false_positives_value,"30 Cassatt Avenue, Berwyn, PA 19312."
false_positives_value,"0124 in the Pike County Recorder of Deeds Office, in fee."
false_positives_value,"1153 W. 11th St., McKees Rocks, PA 15136"
false_positives_value,"306 Mahantongo Street, Pottsville, PA 17901 HABERMAN, GRACE A. a/k/a GRACE ANN HABERMAN a/k/a GRACE HABERMAN a/k/a GRACE GETZ, deceased Late of the Township of West Penn, Schuylkill County, PA Administratrices: Betty Signaro- vitz, 636 Franklin Street, P.O. Box 144, Bowmanstown, PA 18030 and Joan Hunsicker, 173 Behrens Road, Jim Thorpe, PA 18229"
false_positives_value,"9 Unquestionably, an experienced practitioner in the law would be significantly benefited if they had a dollar for every time one has threatened to sue their client but did not follow through."
false_positives_value,"per Rule 236 Notice, copies sent to all parties MM/DD/YYYY."
false_positives_value,"202403726; Complaint for Custody/Visitation; Frett, Amanda C. CEDARS CONSTRUCTION CO.:"
false_positives_value,13-00-05452-00-7.
false_positives_value,"8, 2023 Having erected thereon a two story frame house known as 116 Pinevalley Drive, Pittsburgh, PA 15229."
false_positives_value,"2.1943 acres (gross area) BEING the same premises which Federal Home Loan Mortgage Corporation, by Deed dated October 20, 1999 and recorded November 4, 1999 in the Office of the Recorder of Deeds of Berks County in Book 3141 Page 001 conveyed to Jeffrey A. Bylina."
false_positives_value,"2201 Sewickley PA 15143 BCLJ: June 9, 16, 23, 2023 Estate of: David Sacco a/k/a: David Leroy Sacco a/k/a: David L Sacco Late of: Butler PA Executor: Stella Shumaker PO Box 90 Spring Church PA 15686"
false_positives_value,"1 Jenkintown Station, Ste. 104 Jenkintown, PA 19096 1/22/2021 • 1/29/2021 • 2/5/2021 SHERIFF SALE FEBRUARY 17, 2021 BY VIRTUE OF WRIT OF EXECUTION ISSUED OUT OF THE COURT OF COMMON PLEAS, PIKE COUNTY, CIVIL DIVISION, TO EXECUTION"
false_positives_value,"23 16232; M. Velez, IPP."
false_positives_value,"1. in a Northwesterly direction, a distance of twenty-seven and ninety-six one-hundredths feet (27.96’) to a point, and 2."
false_positives_value,"302 Elm Street, Clairton, PA 15025."
false_positives_value,"1, 8, 15, 2023 Jakubowski, John Joseph, deceased, of Pittsburgh, PA."
false_positives_value,m o t h y J .
false_positives_value,"801 Woodland Avenue, Havertown, PA 19083."
false_positives_value,202403613; Complaint for Custody/Visitation.
false_positives_value,"2} and on July 11, 2022, Plaintiff filed a motion for jury trial, averring that further investigation had revealed damages in excess of $50,000."
false_positives_value,"259-2020 Commonwealth of PA vs. Rochelle Holmes Sentencing - * Plaintiff Attorney: District Attorney Defense Attorney: Robert Bernathy, Esq. 9:00 AM Docket #: 343-2015 Commonwealth of PA vs. Kimberly Jacob Sentencing - * Plaintiff Attorney: District Attorney Defense Attorney: Thomas Mincer, Esq. 9:00 AM Docket #: 1420-2015 Peter Horvat vs. Phyllis A. Swan Non-Jury Trial Plaintiff Attorney: Richard Henry, Esq. Defense Attorney: Ronald Bugaj, Esq. • • • Vol. XIII, No."
false_positives_value,2)
false_positives_value,"444, Pottstown, PA 19464 DEL SAVIO, REGINE G., dec’d."
false_positives_value,"130 Shady Lane Rd., Schuylkill Haven, PA 17972."
false_positives_value,"6,220.81 Property situated in the Township of Tinicum, County of Delaware and Common- wealth of Pennsylvania, being more fully described in Deed recorded on September 17, 1991, in the Office of the Delaware County Recorder of Deed in Deed Book Volume 882, at"
false_positives_value,"3/28/2024 ROSSI, CHRIS L., dec’d."
false_positives_value,"1) in and along the center line of Heatherfield Way by a curve deflecting to the right having a radius of 800 feet, the arc distance of 97.29 feet; (2) leaving the center line of Heatherfield Way and crossing the southerly portion of said road and also Cluster I Limited Common Area, south 09 degrees, 48 minutes, 14 seconds west, 63 feet to a point, a corner dividing Lot Nos. T-23 and T-24, the place of beginning; thence along the dividing line between Lot Nos. T-23 and T-24, south 09 degrees, 48 minutes, 12 seconds west, a distance of 64.67 feet to a point; thence north 80 degrees, 11 minutes, 48 seconds west, a distance of 18 feet to a point; thence along Lot No. T-22, north 09 degrees, 48 minutes, 12 to AND SUBJECT seconds east, a distance of 64.67 feet to a point; thence south 80 degrees, 11 minutes, 48 seconds east, a distance of 18 feet to a point, the place of BEGINNING."
false_positives_value,"593 Bethlehem Pike, Montgomeryville, PA 18936."
false_positives_value,"10479, Page 639."
false_positives_value,18 — Copyright © Montgomery Bar Association 2024 03/14/2024
false_positives_value,"2640 Westview Drive, Wyomissing, PA 19610 LUTZ, PATRICIA A., dec’d."
false_positives_value,"125 E. Spring Ave., Ardmore, PA 19003."
false_positives_value,"70-004-004 TITLE TO SAID PREMISES IS VESTED IN KASSANDRA L. KLINE, SINGLE BY DEED FROM DAVID C. BEAHM, BY HIS ATTORNEY-IN-FACT, LORI L. LUTE- BEAHM AND LORI L. LUTE-BEAHM, HUSBAND AND WIFE DATED 08/24/2018 RECORDED 08/31/2018"
false_positives_value,142
false_positives_value,"202403600; Complaint in Confession of Judgment; $81,930.68."
false_positives_value,"2023, Additional Defendant filed the instant Motion for Summary Judgment."
false_positives_value,"15-5307-56-44-5418 Premises Being: 743 Lincoln St, Reading, PA 19601"
false_positives_value,680 Mushrush Road Butler PA 16002
false_positives_value,"826 Yearling Drive, New Hope, PA 18938."
false_positives_value,"10, 2019, a Petition for Dependency was filed, alleging Child was without proper care or control, subsistence, education, or other care necessary.1 By Order dated May 29, 2019, the Honorable Judge J. Benjamin Nevius found that the Agency proved by clear and convincing evidence that Child is a Dependent Child due to domestic violence issues, lack of parenting skills, lack of parental supervision, inappropriate physical discipline, and lack of cooperation with the Agency.2 Legal custody was to remain with Mother and Step-Father at that time."
false_positives_value,"27 on said plan; thence extending from said point of beginning along Nottingham Court the three following courses and distances: (1) North 24 degrees West, 13.29 feet to a point, a corner: (2) North 69 degrees West, 17.62 feet to a point, a corner; and (3) South 66 degrees West, 32.29 feet to a point, a corner of Lot No."
false_positives_value,"42 DAVID W. PARK, ESQUIRE JUDGMENT AMOUNT:"
false_positives_value,14000.00 Palmyra Twp 127000.00 Dingman Twp 72500.00 Shohola Twp 190000.00 Dingman Twp 1.00 Delaware Twp 420000.00
false_positives_value,"Kristen Day Molter and Benjamin John Shelly c/o Gladys E. Wiles, Esquire, Snyder & Wiles, P.C., 7731 Main Street, Fogelsville, PA 18051"
false_positives_value,9690 WCR Vol 104
false_positives_value,"One West Broad Street, Suite 700, Bethlehem, PA 18018 MIDDLETON, BRIDGET C., dec’d."
false_positives_value,"15, 1980, and recorded at Montgomery County Recorder of Deeds Office, on August 21, 1980, in Deed Book 4553 at Page 318, granted and conveyed unto Harry Rogers, Jr. and Roxann Rogers, his wife, deceased October 23rd, 2019."
false_positives_value,"2024-95 Late of Transfer, Mercer Co., PA Administratrix: Jessica M. Thomas, 119 Hughes Rd., Jamestown, PA 16134"
false_positives_value,"12, 2020, and will surrender its Certificate of Authority/Foreign Registration in Pennsylvania."
false_positives_value,#2023-CV-00068 NOTICE is further given to all parties in interest and claimants.
false_positives_value,"1, 2, and"
false_positives_value,4 6 0 1 8 0 6 5 1 4 6 1 3 5 6 1 6 4 1 7 0 0 .
false_positives_value,"129, a distance of three hundred seventy-five (375') feet to a point; Thence South 37 degrees 32 minutes West, along the line of said Lot Number One (1), a distance of one hundred three and seven one- hundredths (103.07') feet to a point; Thence North 1 degree 27 minutes West, along the east line of lands now or formerly of John Q. Adams, a distance of one hundred seventy-two and twenty-one, one hundredths (172.21') feet to a point; Thence North 3 degrees 59 minutes West along the east line of lands now or formerly of John Q. Adams, a distance of two hundred four and fifty-five one hundredths (204.55') feet to the place of beginning."
false_positives_value,"7608 Carlton Road, Coopersburg, PA 18036, MELANIE J. BECKER, 1529 Pilgrim Lane, Quakertown, PA 18951."
false_positives_value,"3, 2023 This matter came before the Court on the separate petition of Berks County Children and Youth Services (“BCCYS” or “the Agency”) to involuntarily terminate the parental rights of C.D.R.-M. a/k/a C.M. a/k/a C.R.-M. a/k/a C.R. (“Mother”) from her child M.J.R., Jr. (“Child”) (born 4/13/16), pursuant to Sections 2511(a)(1), (2), (5), and (8) of the Adoption Act, 23 Pa.C.S.A. §§ 2101 et seq."
false_positives_value,"09480, Page 635."
false_positives_value,"41 E. High Street, Pottstown, PA 19464 BURKHEAD, ARTHUR JOSEPH, dec’d."
false_positives_value,14 4/5/24 BEING Lot No.
false_positives_value,"2215 Yardley Morrisville Rd., Yardley, PA 19067."
false_positives_value,"510 West Market Street, Pottsville, PA 17901 TRAUTMAN, MARY L., deceased Late of the Borough of Tower City, Schuylkill County, PA Executrix: Carla M. Trautman, 3181 Pine Forest Court, Palm Har- bor, FL 34684-1831 Attorneys: Joseph D. Kerwin, Es- quire, Kerwin and Kerwin, LLP, 4245 State Route 209, Elizabeth- ville, PA 17023-9765 TROUTMAN, MARY a/k/a MARY CATHERINE TROUTMAN a/k/a MARY C. TROUTMAN, deceased Late of the Borough of Saint Clair, Schuylkill County, PA Executrix: Meredith T. Velekei, 1317 Cleveland Avenue, Wyo- missing, PA 19610"
false_positives_value,"128 West Cunningham Street Butler PA 16001 BCLJ: June 2, 9, 16, 2023 Estate of: Dorothy M Mullen"
false_positives_value,"70 E. Broad St., P.O. Box 1426, Bethlehem, PA 18016-1426."
false_positives_value,"21, 2000 and recorded on July 25, 2000 in the Recorder of Deeds of Dauphin County in Deed Book Volume 3727, Page 378."
false_positives_value,"5404 White Willow Drive, Fort Worth, Texas, 76244 6 and Debra K. Zerby, 421 West Fourth Street, Mount Carmel, Pennsylvania, 17851, Executors or Richard Feudale, Esq., P.O. Box 227, Mount Carmel, Pennsylvania, #10-12 17851, Attorney."
false_positives_value,10 DAYS OF THE FILING OF THE DISTRIBUTION.
false_positives_value,#02-074-097.
false_positives_value,"850 Main Street, Bridgeport, CT 06604."
false_positives_value,Judith W. Isham; Donald L. Wohlfarth Jr.
false_positives_value,"229 N. Olive Street, Media, PA 19063."
false_positives_value,2006-1 at page 272347.
false_positives_value,"3. MADER, BARBARA E., Deceased, First and Final Account of Jack E. Mader, Jr., Executor."
false_positives_value,"126 Estate 2024 Attorney for the estate: GEORGE B. KAUFMAN, Esq. P.O. Box 284 Somerset, PA 15501"
false_positives_value,18B AND MOSTLY ACROSS PART OF LOT NO.
false_positives_value,"106, Allentown, PA 18104 SMITH, RICHARD S., dec’d."
false_positives_value,"60 E. Court Street, P.O. Box 1389, Doylestown, PA 18901-0137."
false_positives_value,"10-12 In Re: Estate of Landis W. Groff, a/k/a Landis Wayne Groff, late of the City of Bradenton, Manatee C o u n t y, F l o r i d a , d e c e a s e d ."
false_positives_value,"245 Younken Road, Quakertown, PA 18951."
false_positives_value,"Tammy Ann East- erday a/k/a Tammy A. East- erday, 8 Occoquan Trail, Al- brightsville, PA 18210."
false_positives_value,131-C-272.
false_positives_value,"116, Issue 8 0 0 ."
false_positives_value,"2740 Nazareth Rd., Easton, PA 18045 SECOND PUBLICATION BELLIS, ELAINE L., dec’d."
false_positives_value,"9 BRADFORD COUNTY LAW JOURNAL any oil, gas and or mineral lease of record heretofore executed and that the Grantee, his heirs and/or assigns, shall receive all interest to all future leases including but not limited to all bonuses, rents, royalties and other benefits which may accrue under the terms of said lease insofar as it covers the above described land from and after the date hereof."
false_positives_value,"460 Lombardy Road, Drexel Hill, a/k/a Upper Darby Township, PA 19026-1329."
false_positives_value,130000.00 Lehman Twp 240700.00 Palmyra Twp 205000.00 Palmyra Twp 138380.00 Lehman Twp Mortgage Electronic Registration System Inc Quicken Loans LLC Secretary Of Housing & Urban Development Mortgage Electronic Registration System Inc Amerisave Mortgage Corporation 145600.00 Lehman Twp Citizens Bank NA 4938.72 Lehman Twp 100000.00 Westfall Twp Mortgage Electronic Registration System Inc Amerisave Mortgage Corporation 181500.00 Westfall Twp Mortgage Electronic Registration System Inc Royal United Mortgage LLC Mortgage Electronic Registration System Inc Family First Funding LLC 118900.00
false_positives_value,"4749 Avila Lakes Drive, Wimauma, FL 33598; Jursca, Karen, 1408 Colwell Lane, Conshohocken, PA 19428."
false_positives_value,"146 Maple Street, P.O. Box 444, Howard, PA 16841, Executor. _______"
false_positives_value,"118 West Main Street Suite 103 Somerset, PA 15501"
false_positives_value,"18, 2023, and recorded at Montgomery County Recorder of Deeds Office on August 2, 2023, in Deed Book 6334 at Page 02158, granted and conveyed unto First Generation Millionaires, LLC."
false_positives_value,"501 N. Park Road, Wyomissing, PA 19610 DULL, SHIRLEY Z., dec’d."
false_positives_value,1 4 8 4 3 9 1 9 0 2 5 3 3 5 3 4 8 7 8 5 O R O B G R U B M A H T S H T 4 N 6 0 1 5 1 6 7 0 0 7 1 5 9 4 4 6 4 3 2 9 5 0 0 .
false_positives_value,59-00-11749-00-9.
false_positives_value,1368-E-69.
false_positives_value,thirty (30) days after sale and distribution will be made in accordance with the schedule unless exceptions are filed thereto within ten (10) days thereafter.
false_positives_value,"32 North Willow Street, Mount Carmel, Pennsylvania, #11-13 17851, Attorney."
false_positives_value,"28th Ward of the City of Pittsburgh: Parcel Two: Having erected thereon a dwelling being known and numbered as 1656 Arnold Street, Pittsburgh, PA 15205."
false_positives_value,104
false_positives_value,"585 Lower Road, Souderton, PA 18964."
false_positives_value,"746 Worthington Drive, Warminster, PA 18974."
false_positives_value,"360 W. Main Street, Trappe, PA 19426."
false_positives_value,"021147—$2,869.49 Joseph W. Gramc, Esq. 412-281-0587"
false_positives_value,"4, LLC; 202403823; Defendants Appeal from District Justice."
false_positives_value,"237 S. Bryn Mawr Avenue, Suite 100, Bryn Mawr, PA 19010 WOLFGANG, HELEN, dec’d."
false_positives_value,1 S 9 0 5 0 3 7 3 7 3 1 3 6 1 3 5 6 1 0 1 1 7 G N I D A E R F O Y T I C T S H T 8 1 S 5
false_positives_value,"two story frame house being known as 124 East 15th Avenue, Homestead, PA 15120."
false_positives_value,"1273 Lancaster Avenue, Berwyn, PA 19312."
false_positives_value,"2022-06530 All that certain lot or piece of ground with the buildings and improvements thereon erected, in TULLYTOWN BOROUGH, situate County of Bucks and Commonwealth of Pennsylvania."
false_positives_value,164 FEET SOUTHEAST OF SOUTH READING AVENUE AND A CORNER OF LAND OF METROPOLITAN EDISON
false_positives_value,"136 on Plan of Glenside Heights, formerly Waverly Heights."
false_positives_value,Ten (10%) percent of purchase bid (but not less than Sher- iff’s costs) shall be deducted from the winning bidder’s account at the completion of the sale and the balance will be due on or before the following WEDNESDAY at 4:00 o’clock P.M. at the Sheriff’s Office.
false_positives_value,"its principal office is 11555 Heron Bay Blvd., Suite 200, Coral Springs, FL 33076."
false_positives_value,23- 094-034.
false_positives_value,610) 258-6333
false_positives_value,7 NORTHAMPTON COUNTY REPORTER Vol. 63 No.
false_positives_value,3 9 1 6 0 3 4 0 3 5 7 1 3 5 2 1 9 5 8 6 0 0 .
false_positives_value,"bid ON OR BEFORE THE FIRST MONDAY OF THE FOLLOWING MONTH, OTHERWISE WRIT WILL BE"
false_positives_value,1 7 1 8 5 6 2 0 5 7 3 5 1 4 2 0 8 5 P W T R E T E X E V A N O N A B E L 8
false_positives_value,#2023-CV- 05411
false_positives_value,"2908 Woodrow Street, McKeesport, PA 15133."
false_positives_value,n u o m A r e s
false_positives_value,5-17-39.
false_positives_value,"twenty (20) days after the Complaint and Notice are served, by entering a written appearance personally or by attorney and filing in writing with the Court your defenses or objections to the claims set forth against you."
false_positives_value,"Mt. Pleasant Avenue (thirty feet wide), marking a corner of this and land, formerly of John Henry; thence, leaving Mt. Pleasant Avenue, the two following courses and distances: (1) South seventy-eight degrees, fifteen minutes West, one hundred ninety two and nine one-hundredths feet to an iron pin; (2) South fifteen degrees, fourteen minutes East, seventy-five and eighty three one-hundredths feet to a stone; thence, by land, now or formerly of Thomas B. Jones Estate, South sixty-five degrees, sixteen minutes West, one hundred fifty-four and twenty-eight one-hundredths feet a point; thence, by land of Katherine Mae Regan, North fifteen degrees, fourteen minutes West, three hundred sixteen and seventy nine one-hundredths feet to a point of land, now or formerly of George Cook; thence, by the same, North sixty five degrees, four minutes East, one hundred fifty four and thirty eight one-hundredths feet to a stone; thence, by other land, now or formerly of the said John Henry, the two following courses and distances: (1) South fifteen degrees, fourteen minutes East, one hundred sixty one and thirty four one-hundredths feet to an iron pin; (2) North seventy eight degrees, fifteen minutes East, one hundred ninety six and ninety six one-hundredths feet to a spike in the middle of Mt. Pleasant Avenue; thence, along the center line of same, South eleven degrees, forty five minutes East, eighty feet to the place of beginning."
false_positives_value,100% Confidential Helpline
false_positives_value,"5, 12 IN THE COURT OF COMMON PLEAS OF DELAWARE COUNTY, PENNSYLVANIA CIVIL ACTION—LAW NO."
false_positives_value,"104 Issues 33,34,35 Brown, Elaine Ann a/k/a Elaine Stefko a/k/a Elaine Visser Late of Canton Twp."
false_positives_value,"36 Id. 37 Id. BERKS COUNTY LAW JOURNALIn Re: M.J.R., Jr. Vol."
false_positives_value,"Michael Edward Middleton c/o Dionysios C. Pappas, Esquire, Vasiliadis Pappas Associates LLC, 2551 Baglyos Circle, Suite A-14, Bethlehem, PA 18020"
false_positives_value,THEM- SELVES AT TIME OF SUBMITTING A BID.
false_positives_value,240 Executive Drive #1806 Cranberry Twp PA 16066
false_positives_value,"621 NORTH 16TH STREET, HARRISBURG, PA 17103 PROPERTY ID NUMBER: 08-011-018 BEING THE SAME PREMISES WHICH ALLEN B. DOCHTER, WIDOWER AND BETTY JANE DOCHTER, SINGLE BY DEED DATED 8/28/1969 AND RECORDED 9/2/1969 IN THE OFFICE OF THE RECORDER OF DEEDS IN DEED BOOK 55 AT PAGE 139, GRANTED AND CONVEYED UNTO AND ALBERTHA ROSSUM, HIS WIFE, THEIR HEIRS AND ASSIGNS."
false_positives_value,"549 fifty-four South Front Street) south degrees, forty-three minutes, forty-six seconds west (S 54° 43’ 46” W), a distance of one hundred nine and seventy-one hundredth feet (109.71’) to a point; thence by the northern right-of- way line of South Front Street north thirty-five degrees, twenty-four minutes, fifty-five seconds west (N. 35° 24' 55"" W) a distance of fourteen and ninety-one hundredth feet (14.91’) to a point, the place of BEGINNING."
false_positives_value,"2187 Old Skippack Road, Harleysville, PA 19438."
false_positives_value,2023-CV-08731 NOTICE is further given to all parties in interest and claimants.
false_positives_value,"Rita R. Centore Kraniak aka Rita Kraniak, 408 Falcon Dr., Can- onsburg, PA 15317, Peter V. Centore, 1265 N. Chapel St., Louisville, OH 44641 Attorney: Jeffrey P. Derrico, Esq., Green- lee Derrico Posa, LLC, 60 E. Beau St., Washington, PA 15301"
false_positives_value,60-C-166. AMENDED
false_positives_value,"701 Market Street Philadelphia, PA 19106-1532 (215) 627-1322 No. 614 of 2023 GD No. 60 of 2024 ED FIRSTKEY MASTER FUNDING 2021-A COLLATERAL TRUST 3217 S. Decker Lake Drive Salt Lake City, UT 84119 Plaintiff vs. DEBRA D. DAVISON Mortgagor(s) and Record Owner(s) 45 Grant Street New Salem, PA 15468 XII FAYETTE LEGAL JOURNAL Raymond I Fallecker, Jr. and James Benford Lori Fisch, Brian C. Fisch Defendant(s) ALL THAT CERTAIN LOT OF LAND SITUATE IN TOWNSHIP OF MENALLEN, COUNTY AND COMMONWEALTH OF PENNSYLVANIA."
false_positives_value,"9,542.02 dential property."
false_positives_value,"22-SU-60 Rocket Mortgage, LLC f/k/a Quicken Loans, LLC f/k/a Quicken Loans, Inc. vs. David R. Sanders, Jr. Property Address: 241 Pecher Road, Fairfield, PA 17320 UPI/Tax Parcel Number: 25C16-0074---000 Owner(s) of Property Situate in Liberty Township, Adams County, Pennsylvania Improvements Thereon: Residential Dwelling Judgment Amount: $144,211.26 Attorneys for Plaintiff: KML Law Group, P.C. Heirs, No."
